Province,Year,HHI_Score,CGC_Score,CCD_Score,ACC_Score
LANAO DEL SUR,2025,317.978839,0.677635,0.643068,14.979946
LEYTE,2004,75.82377,0.799072,0.296296,27.009163
LEYTE,2007,80.314455,0.739411,0.363426,31.304737
LEYTE,2010,71.037455,0.768553,0.337079,36.446465
LEYTE,2013,62.239894,0.811472,0.264019,29.598413
LEYTE,2016,70.557186,0.770239,0.307692,30.169643
LEYTE,2019,64.502405,0.784578,0.317422,32.816667
LEYTE,2022,70.713163,0.785522,0.310096,26.541667
LEYTE,2025,112.721444,0.761567,0.397351,24.677356
MAGUINDANAO,2004,319.25726,0.764119,0.475352,12.025397
MAGUINDANAO,2007,297.836589,0.769582,0.377622,8.970238
MAGUINDANAO,2010,464.496975,0.748482,0.656425,13.44164
MAGUINDANAO,2013,376.534578,0.767779,0.582609,15.392131
MAGUINDANAO,2016,444.102408,0.731786,0.648294,13.215785
MAGUINDANAO,2019,407.77837,0.744035,0.649383,17.969028
MAGUINDANAO,2022,425.889044,0.731765,0.676218,11.92634
MAGUINDANAO,2025,449.50314,0.730362,0.679293,15.753087
MARINDUQUE,2004,204.818069,0.824335,0.112676,3.333333
MARINDUQUE,2007,246.385298,0.895678,0.098361,1.75
MARINDUQUE,2010,232.884493,0.83522,0.15493,4.25
MARINDUQUE,2013,251.595443,0.807749,0.197183,5.083333
MARINDUQUE,2016,210.164055,0.827742,0.15493,5.5
MARINDUQUE,2019,216.729106,0.892392,0.128571,4.5
MARINDUQUE,2022,227.538508,0.795012,0.183099,5.833333
MARINDUQUE,2025,277.378786,0.778925,0.219178,4.916667
MASBATE,2004,133.72755,0.785968,0.31441,13.929762
MASBATE,2007,117.24515,0.718587,0.333333,18.737302
MASBATE,2010,134.206589,0.716388,0.348018,20.082576
MASBATE,2013,159.522475,0.733687,0.381579,17.701587
MASBATE,2016,141.224586,0.733139,0.359649,20.133333
MASBATE,2019,145.137926,0.732055,0.385593,21.525
MASBATE,2022,218.097876,0.75192,0.419913,15.24561
MASBATE,2025,220.20633,0.802949,0.377143,15.490909
MISAMIS OCCIDENTAL,2004,132.732781,0.811748,0.235294,9.265079
MISAMIS OCCIDENTAL,2007,188.536318,0.776486,0.294444,12.964286
MISAMIS OCCIDENTAL,2010,126.230092,0.841428,0.177632,8.333333
MISAMIS OCCIDENTAL,2013,147.392785,0.783314,0.28,12.97619
MISAMIS OCCIDENTAL,2016,186.972026,0.777452,0.326316,11.7671
MISAMIS OCCIDENTAL,2019,134.89387,0.733698,0.307263,14.95
MISAMIS OCCIDENTAL,2022,189.062051,0.782784,0.323077,12.455495
MISAMIS OCCIDENTAL,2025,168.951774,0.772651,0.315789,10.67619
MISAMIS ORIENTAL,2004,113.346526,0.773025,0.298932,16.61859
MISAMIS ORIENTAL,2007,124.584814,0.768576,0.350365,16.706746
MISAMIS ORIENTAL,2010,107.794865,0.771735,0.362369,21.837302
MISAMIS ORIENTAL,2013,100.971239,0.786535,0.319298,20.209524
MISAMIS ORIENTAL,2016,110.796691,0.772398,0.364583,24.477778
MISAMIS ORIENTAL,2019,133.669828,0.746051,0.356115,17.801923
MISAMIS ORIENTAL,2022,128.07174,0.776993,0.349481,21.644877
MISAMIS ORIENTAL,2025,103.712512,0.779522,0.326389,21.684524
MOUNTAIN PROVINCE,2004,124.142575,0.968003,0.036364,1.666667
MOUNTAIN PROVINCE,2007,114.210285,0.978114,0.018349,1.0
MOUNTAIN PROVINCE,2010,113.735299,0.965828,0.027027,1.5
MOUNTAIN PROVINCE,2013,113.182515,0.950006,0.036036,2.0
MOUNTAIN PROVINCE,2016,107.101892,0.95045,0.027027,1.5
MOUNTAIN PROVINCE,2019,112.775482,0.931225,0.054545,3.0
MOUNTAIN PROVINCE,2022,108.54835,0.935807,0.044248,2.5
MOUNTAIN PROVINCE,2025,114.452092,0.93159,0.053097,2.333333
"NCR, CITY OF MANILA, FIRST DISTRICT",2004,346.313912,0.824516,0.155556,2.5
"NCR, CITY OF MANILA, FIRST DISTRICT",2007,376.693555,0.762219,0.204545,3.5
"NCR, CITY OF MANILA, FIRST DISTRICT",2010,467.836257,0.688534,0.326087,3.916667
"NCR, CITY OF MANILA, FIRST DISTRICT",2013,339.508507,0.779211,0.2,3.666667
"NCR, CITY OF MANILA, FIRST DISTRICT",2016,353.119093,0.866062,0.133333,2.25
"NCR, CITY OF MANILA, FIRST DISTRICT",2019,437.239738,0.709402,0.230769,2.25
"NCR, CITY OF MANILA, FIRST DISTRICT",2022,372.222222,0.735003,0.22449,2.45
"NCR, CITY OF MANILA, FIRST DISTRICT",2025,859.183673,0.758036,0.36,3.861111
"NCR, FOURTH DISTRICT",2004,191.057494,0.728298,0.295082,9.72619
"NCR, FOURTH DISTRICT",2007,277.496044,0.762519,0.338583,6.752778
"NCR, FOURTH DISTRICT",2010,202.12416,0.726171,0.309524,8.109524
"NCR, FOURTH DISTRICT",2013,227.061899,0.739232,0.344,8.616667
"NCR, FOURTH DISTRICT",2016,204.228344,0.767435,0.325203,8.991667
"NCR, FOURTH DISTRICT",2019,240.041617,0.812807,0.298077,6.722222
"NCR, FOURTH DISTRICT",2022,219.240468,0.811646,0.261538,8.133333
"NCR, FOURTH DISTRICT",2025,267.085864,0.803841,0.357143,10.568687
"NCR, SECOND DISTRICT",2004,244.185829,0.78,0.26087,5.166667
"NCR, SECOND DISTRICT",2007,345.804989,0.70801,0.357143,6.377778
"NCR, SECOND DISTRICT",2010,394.275894,0.680703,0.376344,6.224242
"NCR, SECOND DISTRICT",2013,295.662166,0.724178,0.382609,7.05
"NCR, SECOND DISTRICT",2016,243.354268,0.783034,0.292035,7.0
"NCR, SECOND DISTRICT",2019,482.971401,0.744354,0.314286,3.611111
"NCR, SECOND DISTRICT",2022,318.021201,0.667496,0.412281,9.044048
"NCR, SECOND DISTRICT",2025,360.946968,0.627501,0.525,12.922222
"NCR, THIRD DISTRICT",2004,224.358974,0.861286,0.098361,2.666667
"NCR, THIRD DISTRICT",2007,245.993757,0.890358,0.114754,3.5
"NCR, THIRD DISTRICT",2010,290.017625,0.842886,0.166667,3.75
"NCR, THIRD DISTRICT",2013,266.784169,0.873968,0.147541,4.166667
"NCR, THIRD DISTRICT",2016,336.4817,0.776406,0.25,6.083333
"NCR, THIRD DISTRICT",2019,321.274442,0.809524,0.233333,5.05
"NCR, THIRD DISTRICT",2022,332.03125,0.751911,0.269841,4.75
"NCR, THIRD DISTRICT",2025,420.861678,0.727445,0.394737,7.75
NEGROS OCCIDENTAL,2004,70.678988,0.772022,0.303279,29.291667
NEGROS OCCIDENTAL,2007,127.861564,0.757862,0.381924,21.801263
NEGROS OCCIDENTAL,2010,110.247116,0.746435,0.383378,26.815415
NEGROS OCCIDENTAL,2013,96.248588,0.756348,0.352459,26.994877
NEGROS OCCIDENTAL,2016,108.199874,0.756106,0.372032,27.381685
NEGROS OCCIDENTAL,2019,111.022754,0.742531,0.371585,26.65119
NEGROS OCCIDENTAL,2022,172.473164,0.773851,0.428571,20.643573
NEGROS OCCIDENTAL,2025,151.067981,0.763201,0.401084,22.354392
NEGROS ORIENTAL,2004,156.063731,0.767098,0.345324,17.235317
NEGROS ORIENTAL,2007,116.547101,0.724873,0.366906,19.02619
NEGROS ORIENTAL,2010,130.874318,0.73754,0.399293,17.362698
NEGROS ORIENTAL,2013,154.711432,0.767044,0.388489,18.385714
NEGROS ORIENTAL,2016,150.816568,0.748076,0.401515,22.2243
NEGROS ORIENTAL,2019,122.767857,0.712348,0.394265,22.609524
NEGROS ORIENTAL,2022,174.204082,0.76818,0.43554,19.19561
NEGROS ORIENTAL,2025,156.106355,0.738805,0.404332,19.89359
NORTHERN SAMAR,2004,158.941213,0.785381,0.323529,13.936742
NORTHERN SAMAR,2007,176.776825,0.755076,0.393013,15.611111
NORTHERN SAMAR,2010,159.328673,0.781645,0.381148,16.419935
NORTHERN SAMAR,2013,127.127028,0.76447,0.331818,15.690909
NORTHERN SAMAR,2016,166.026781,0.754571,0.393443,12.998052
NORTHERN SAMAR,2019,186.092122,0.762029,0.419355,18.410014
NORTHERN SAMAR,2022,184.902438,0.72302,0.430435,17.620671
NORTHERN SAMAR,2025,140.850301,0.706622,0.433071,20.815152
NUEVA ECIJA,2004,163.689488,0.676491,0.47181,15.066876
NUEVA ECIJA,2007,198.356193,0.640782,0.56,14.578806
NUEVA ECIJA,2010,231.333655,0.638837,0.586006,15.824499
NUEVA ECIJA,2013,144.101026,0.644019,0.497041,21.009329
NUEVA ECIJA,2016,207.371871,0.63007,0.536145,16.777487
NUEVA ECIJA,2019,217.692826,0.659603,0.568966,17.618963
NUEVA ECIJA,2022,203.697711,0.617579,0.605114,19.118181
NUEVA ECIJA,2025,300.891554,0.66941,0.566901,12.85404
NUEVA VIZCAYA,2004,140.696045,0.816176,0.227273,7.861111
NUEVA VIZCAYA,2007,125.242793,0.81825,0.2,9.559524
NUEVA VIZCAYA,2010,112.37062,0.825203,0.2,12.1
NUEVA VIZCAYA,2013,117.050163,0.852449,0.175758,9.97619
NUEVA VIZCAYA,2016,121.483415,0.786793,0.224242,12.633333
NUEVA VIZCAYA,2019,119.722274,0.81066,0.186667,10.583333
NUEVA VIZCAYA,2022,133.722607,0.778673,0.259036,12.75
NUEVA VIZCAYA,2025,107.802576,0.804078,0.190184,10.5
OCCIDENTAL MINDORO,2004,153.385709,0.782287,0.252033,10.25
OCCIDENTAL MINDORO,2007,304.390708,0.787961,0.357724,6.297619
OCCIDENTAL MINDORO,2010,252.0151,0.755819,0.349593,6.25
OCCIDENTAL MINDORO,2013,288.519312,0.803452,0.349593,4.161111
OCCIDENTAL MINDORO,2016,272.421182,0.819877,0.341463,6.941667
OCCIDENTAL MINDORO,2019,343.638581,0.794614,0.336066,2.603968
OCCIDENTAL MINDORO,2022,393.704264,0.745818,0.416,4.763095
OCCIDENTAL MINDORO,2025,222.53965,0.726467,0.341463,8.752381
ORIENTAL MINDORO,2004,104.402445,0.869844,0.122581,7.033333
ORIENTAL MINDORO,2007,144.427118,0.753552,0.295181,13.875
ORIENTAL MINDORO,2010,142.568001,0.775468,0.286585,10.87619
ORIENTAL MINDORO,2013,128.375,0.782662,0.248485,11.616667
ORIENTAL MINDORO,2016,156.181481,0.719397,0.326923,10.977778
ORIENTAL MINDORO,2019,131.540218,0.650704,0.29878,16.708333
ORIENTAL MINDORO,2022,177.75,0.651368,0.363636,12.932576
ORIENTAL MINDORO,2025,157.421846,0.729173,0.325301,12.134524
PALAWAN,2004,118.154601,0.842902,0.262548,13.601923
PALAWAN,2007,133.102328,0.825565,0.295154,13.19881
PALAWAN,2010,138.033299,0.790649,0.330739,15.803114
PALAWAN,2013,139.424249,0.786055,0.310757,15.180519
PALAWAN,2016,127.512841,0.766624,0.311203,15.115079
PALAWAN,2019,112.064356,0.780181,0.305556,17.997222
PALAWAN,2022,147.379315,0.777079,0.360153,16.952381
PALAWAN,2025,138.17571,0.784894,0.330739,16.94478
PAMPANGA,2004,222.36718,0.662899,0.516667,8.12263
PAMPANGA,2007,324.996228,0.631129,0.612069,12.479365
PAMPANGA,2010,371.116897,0.595088,0.663793,9.719971
PAMPANGA,2013,278.559427,0.66411,0.580913,12.371368
PAMPANGA,2016,284.784287,0.596284,0.659836,16.047197
PAMPANGA,2019,344.45931,0.637539,0.650407,12.998723
PAMPANGA,2022,437.811442,0.626017,0.689243,9.880134
PAMPANGA,2025,443.91995,0.603173,0.688073,9.701997
PANGASINAN,2004,131.374305,0.696144,0.48728,31.842352
PANGASINAN,2007,207.773714,0.671873,0.572917,24.737165
PANGASINAN,2010,189.189677,0.635043,0.608187,23.404356
PANGASINAN,2013,146.136688,0.686626,0.561265,30.404168
PANGASINAN,2016,200.67895,0.681978,0.59604,21.896721
PANGASINAN,2019,172.409862,0.690558,0.564797,27.570025
PANGASINAN,2022,189.037716,0.648959,0.625239,25.580517
PANGASINAN,2025,223.912654,0.643457,0.644401,22.011449
QUEZON,2004,89.950005,0.8039,0.328431,26.172024
QUEZON,2007,101.613195,0.731056,0.419118,27.225534
QUEZON,2010,75.647056,0.693553,0.393795,29.94246
QUEZON,2013,94.992585,0.752208,0.384021,26.759957
QUEZON,2016,103.888958,0.717047,0.419048,25.740711
QUEZON,2019,71.122185,0.697648,0.393305,34.879167
QUEZON,2022,97.54161,0.696061,0.443946,29.698303
QUEZON,2025,90.532544,0.707719,0.406977,29.564574
QUIRINO,2004,197.325673,0.879549,0.112676,3.666667
QUIRINO,2007,211.625012,0.809229,0.150685,4.5
QUIRINO,2010,231.031435,0.834688,0.150685,4.5
QUIRINO,2013,244.918571,0.816463,0.164384,5.0
QUIRINO,2016,233.729339,0.879808,0.125,3.5
QUIRINO,2019,195.3125,0.751266,0.2,7.333333
QUIRINO,2022,314.850296,0.748076,0.253333,7.0
QUIRINO,2025,240.990775,0.729293,0.219178,7.0
RIZAL,2004,136.384067,0.773124,0.262195,9.483333
RIZAL,2007,206.965822,0.718077,0.383117,11.416667
RIZAL,2010,212.857662,0.662251,0.420732,10.433766
RIZAL,2013,246.162998,0.706944,0.433735,12.691071
RIZAL,2016,231.945274,0.735679,0.414634,12.4
RIZAL,2019,269.783754,0.773508,0.353333,7.498611
RIZAL,2022,246.852614,0.692014,0.464286,12.480357
RIZAL,2025,257.346817,0.73396,0.451807,11.945635
ROMBLON,2004,93.451155,0.792451,0.208791,11.95
ROMBLON,2007,164.61694,0.672558,0.354037,11.283333
ROMBLON,2010,150.632261,0.661583,0.379121,15.177778
ROMBLON,2013,205.223546,0.666233,0.39521,13.857576
ROMBLON,2016,150.443266,0.662263,0.364641,19.394444
ROMBLON,2019,178.147708,0.608331,0.430939,12.834524
ROMBLON,2022,162.255281,0.604145,0.43956,15.466667
ROMBLON,2025,179.400558,0.660032,0.415301,13.842857
SAMAR,2004,105.437456,0.800549,0.289199,15.980037
SAMAR,2007,123.414042,0.769738,0.379928,21.333272
SAMAR,2010,179.825201,0.844432,0.368243,18.499639
SAMAR,2013,158.587561,0.837446,0.379195,18.579701
SAMAR,2016,148.544861,0.827374,0.384354,17.26746
SAMAR,2019,191.793196,0.864426,0.351792,21.894701
SAMAR,2022,246.433454,0.835931,0.445483,18.181085
SAMAR,2025,248.439275,0.820122,0.417857,21.323086
SARANGANI,2004,174.995668,0.866752,0.108434,4.166667
SARANGANI,2007,163.313839,0.93443,0.071429,2.25
SARANGANI,2010,196.078431,0.880266,0.120482,4.25
SARANGANI,2013,256.903576,0.828967,0.16,4.583333
SARANGANI,2016,267.802994,0.817735,0.178082,4.25
SARANGANI,2019,207.030827,0.810473,0.168539,5.966667
SARANGANI,2022,274.685524,0.853874,0.22619,6.666667
SARANGANI,2025,229.944803,0.823824,0.204819,6.75
SIQUIJOR,2004,357.846904,0.736382,0.28169,4.416667
SIQUIJOR,2007,407.29727,0.733019,0.323944,4.266667
SIQUIJOR,2010,394.594027,0.740378,0.318841,5.483333
SIQUIJOR,2013,288.155177,0.721106,0.275362,6.25
SIQUIJOR,2016,335.772557,0.769818,0.26087,4.333333
SIQUIJOR,2019,405.102041,0.660654,0.327586,4.7
SIQUIJOR,2022,357.48048,0.717322,0.289855,4.583333
SIQUIJOR,2025,379.230846,0.762319,0.352113,6.583333
SORSOGON,2004,125.845505,0.827251,0.209581,10.644444
SORSOGON,2007,150.499537,0.785267,0.226027,7.916667
SORSOGON,2010,114.86247,0.817594,0.209581,11.483333
SORSOGON,2013,117.369682,0.786997,0.224242,9.816667
SORSOGON,2016,117.971903,0.777247,0.221557,10.0
SORSOGON,2019,126.177285,0.792983,0.236025,11.7
SORSOGON,2022,146.337947,0.770169,0.313609,13.042857
SORSOGON,2025,153.046312,0.785392,0.317365,13.2
SOUTH COTABATO,2004,106.863161,0.852609,0.117647,6.333333
SOUTH COTABATO,2007,111.554499,0.813623,0.149254,8.666667
SOUTH COTABATO,2010,112.382488,0.792076,0.151515,9.333333
SOUTH COTABATO,2013,108.184012,0.812617,0.135338,8.666667
SOUTH COTABATO,2016,103.934738,0.872055,0.116788,7.0
SOUTH COTABATO,2019,121.841358,0.823603,0.15873,9.333333
SOUTH COTABATO,2022,133.282071,0.848432,0.153846,7.416667
SOUTH COTABATO,2025,151.10979,0.819222,0.204225,9.166667
SOUTHERN LEYTE,2004,110.77897,0.832537,0.221698,14.47619
SOUTHERN LEYTE,2007,143.319282,0.773668,0.31068,13.694444
SOUTHERN LEYTE,2010,134.425819,0.807448,0.304147,11.811905
SOUTHERN LEYTE,2013,152.270182,0.814093,0.282407,14.197222
SOUTHERN LEYTE,2016,169.846449,0.790807,0.305556,14.840909
SOUTHERN LEYTE,2019,215.882271,0.799117,0.32766,10.1625
SOUTHERN LEYTE,2022,145.613937,0.818931,0.293651,15.645833
SOUTHERN LEYTE,2025,137.65907,0.810026,0.296117,15.319444
SULTAN KUDARAT,2004,144.838927,0.850679,0.173228,6.283333
SULTAN KUDARAT,2007,151.585428,0.851643,0.19685,7.283333
SULTAN KUDARAT,2010,146.020761,0.789696,0.215827,11.283333
SULTAN KUDARAT,2013,169.377163,0.859494,0.194245,8.392857
SULTAN KUDARAT,2016,203.558621,0.808325,0.285714,11.591667
SULTAN KUDARAT,2019,178.621955,0.838375,0.253623,10.605556
SULTAN KUDARAT,2022,162.570888,0.858079,0.234043,10.0
SULTAN KUDARAT,2025,197.245179,0.852032,0.25,10.491667
SULU,2004,135.478642,0.726003,0.3125,15.02619
SULU,2007,180.699589,0.691363,0.432292,14.541667
SULU,2010,239.99709,0.703923,0.445596,14.379004
SULU,2013,281.634429,0.698693,0.44697,10.970238
SULU,2016,290.715973,0.672572,0.550239,14.90609
SULU,2019,320.163263,0.701046,0.5,13.36908
SULU,2022,5000.0,0.0,0.0,0.0
SULU,2025,345.528455,0.714125,0.536946,8.388503
SURIGAO DEL NORTE,2004,84.56791,0.822646,0.248227,18.283333
SURIGAO DEL NORTE,2007,97.362684,0.775355,0.230392,13.516667
SURIGAO DEL NORTE,2010,141.314338,0.762912,0.346667,16.127778
SURIGAO DEL NORTE,2013,140.919589,0.78539,0.324444,13.430159
SURIGAO DEL NORTE,2016,146.977476,0.768458,0.334884,15.063492
SURIGAO DEL NORTE,2019,156.966713,0.782843,0.340909,17.827778
SURIGAO DEL NORTE,2022,136.12151,0.768807,0.340708,15.084524
SURIGAO DEL NORTE,2025,148.726507,0.724777,0.368421,16.658333
SURIGAO DEL SUR,2004,134.0059,0.786646,0.297561,14.516667
SURIGAO DEL SUR,2007,181.007305,0.746185,0.392344,11.800794
SURIGAO DEL SUR,2010,243.900556,0.713334,0.480952,10.137734
SURIGAO DEL SUR,2013,196.4995,0.75036,0.416268,16.213467
SURIGAO DEL SUR,2016,178.881095,0.805266,0.37619,14.158333
SURIGAO DEL SUR,2019,200.995215,0.776094,0.382775,13.378211
SURIGAO DEL SUR,2022,273.306122,0.759094,0.443396,10.683045
SURIGAO DEL SUR,2025,244.544516,0.754625,0.42268,12.312792
TARLAC,2004,150.135156,0.708555,0.360406,15.965909
TARLAC,2007,198.315089,0.680134,0.45,15.442399
TARLAC,2010,234.647944,0.677488,0.462312,10.64176
TARLAC,2013,219.993544,0.68872,0.445026,13.620671
TARLAC,2016,216.927083,0.713696,0.424242,11.060516
TARLAC,2019,197.536547,0.679859,0.414634,16.20202
TARLAC,2022,219.673876,0.687785,0.425743,15.270076
TARLAC,2025,145.181194,0.691815,0.378378,15.583333
TAWI-TAWI,2004,224.844875,0.7736,0.252252,6.42619
TAWI-TAWI,2007,205.750689,0.769465,0.263636,8.583333
TAWI-TAWI,2010,325.003996,0.739274,0.339286,7.083766
TAWI-TAWI,2013,296.683712,0.733653,0.371901,6.7
TAWI-TAWI,2016,309.190672,0.757445,0.353982,6.641667
TAWI-TAWI,2019,365.587695,0.797524,0.318182,7.648052
TAWI-TAWI,2022,10000.0,0.0,0.0,0.0
TAWI-TAWI,2025,405.386644,0.778099,0.418033,9.291667
ZAMBALES,2004,115.453283,0.824047,0.158621,8.366667
ZAMBALES,2007,153.39732,0.733517,0.265306,10.22619
ZAMBALES,2010,130.746384,0.782214,0.222222,10.666667
ZAMBALES,2013,155.125615,0.819704,0.219178,8.041667
ZAMBALES,2016,139.500279,0.808828,0.211538,9.625
ZAMBALES,2019,128.739863,0.790424,0.215278,9.533333
ZAMBALES,2022,184.547495,0.821734,0.277778,12.233333
ZAMBALES,2025,205.463438,0.758761,0.345865,11.009524
ZAMBOANGA DEL NORTE,2004,84.281352,0.850688,0.201389,15.242857
ZAMBOANGA DEL NORTE,2007,109.557763,0.846677,0.242308,12.915909
ZAMBOANGA DEL NORTE,2010,108.37901,0.803163,0.298969,19.42619
ZAMBOANGA DEL NORTE,2013,113.176239,0.821646,0.261029,16.759524
ZAMBOANGA DEL NORTE,2016,90.880868,0.837669,0.223077,18.616667
ZAMBOANGA DEL NORTE,2019,95.457251,0.838951,0.261905,19.492857
ZAMBOANGA DEL NORTE,2022,100.780816,0.845137,0.241497,18.192857
ZAMBOANGA DEL NORTE,2025,135.10351,0.887334,0.262069,17.7625
ZAMBOANGA DEL SUR,2004,57.567943,0.820148,0.174061,19.416667
ZAMBOANGA DEL SUR,2007,68.946414,0.772537,0.244966,24.45
ZAMBOANGA DEL SUR,2010,73.385865,0.772362,0.265372,25.559524
ZAMBOANGA DEL SUR,2013,67.06302,0.824386,0.212121,20.516667
ZAMBOANGA DEL SUR,2016,70.612245,0.841047,0.208333,19.7
ZAMBOANGA DEL SUR,2019,65.428571,0.777787,0.223368,22.0
ZAMBOANGA DEL SUR,2022,78.289474,0.73667,0.285256,22.583333
ZAMBOANGA DEL SUR,2025,81.905584,0.825115,0.279365,24.366667
ZAMBOANGA SIBUGAY,2004,90.575022,0.833645,0.132948,9.833333
ZAMBOANGA SIBUGAY,2007,101.18816,0.807639,0.162791,10.666667
ZAMBOANGA SIBUGAY,2010,108.825049,0.812504,0.166667,9.25
ZAMBOANGA SIBUGAY,2013,96.134408,0.821704,0.155172,10.583333
ZAMBOANGA SIBUGAY,2016,100.159675,0.855148,0.151163,9.083333
ZAMBOANGA SIBUGAY,2019,106.246282,0.842136,0.169591,11.666667
ZAMBOANGA SIBUGAY,2022,116.478284,0.786421,0.234286,14.2
ZAMBOANGA SIBUGAY,2025,102.771691,0.805575,0.194595,14.666667
